player_name,position,season,fpts_pg,fpts_season,vorp_pg,vorp_season,replacement_pg,est_games,adp,adp_round
Patrick Mahomes,QB,2025,14.38,215.7,0.62,9.3,13.76,15,54.7,5
Evan Engram,TE,2025,4.54,45.4,-1.76,-17.6,6.3,10,110.1,10
Alvin Kamara,RB,2025,4.33,65.0,-2.31,-34.6,6.64,15,36.9,4
Cooper Kupp,WR,2025,4.41,44.1,-3.56,-35.6,7.97,10,94.5,8
Chris Godwin Jr.,WR,2025,4.4,44.0,-3.57,-35.7,7.97,10,103.5,9
Courtland Sutton,WR,2025,9.08,136.2,1.11,16.7,7.97,15,49.7,5
Dallas Goedert,TE,2025,11.0,110.0,4.7,47.0,6.3,10,133.6,12
Mark Andrews,TE,2025,3.28,32.8,-3.02,-30.2,6.3,10,84.5,8
Christian Kirk,WR,2025,3.44,34.4,-4.53,-45.3,7.97,10,111.7,10
Nick Chubb,RB,2025,3.81,57.2,-2.83,-42.4,6.64,15,138.3,12
Lamar Jackson,QB,2025,12.16,121.6,-1.6,-16.0,13.76,10,18.7,2
DJ Moore,WR,2025,6.0,60.0,-1.97,-19.7,7.97,10,44.1,4
Calvin Ridley,WR,2025,4.86,72.9,-3.11,-46.6,7.97,15,57.6,5
Saquon Barkley,RB,2025,7.23,108.4,0.59,8.8,6.64,15,2.2,1
Baker Mayfield,QB,2025,12.6,189.0,-1.16,-17.4,13.76,15,51.1,5
Josh Allen,QB,2025,17.28,259.2,3.52,52.8,13.76,15,24.2,3
Jakobi Meyers,WR,2025,6.61,99.2,-1.36,-20.4,7.97,15,76.8,7
Kyler Murray,QB,2025,12.0,180.0,-1.76,-26.4,13.76,15,87.8,8
Tony Pollard,RB,2025,6.82,102.3,0.18,2.7,6.64,15,57.3,5
DK Metcalf,WR,2025,7.42,111.3,-0.55,-8.2,7.97,15,32.9,3
Terry McLaurin,WR,2025,6.99,69.9,-0.98,-9.8,7.97,10,34.3,3
A.J. Brown,WR,2025,10.04,150.6,2.07,31.0,7.97,15,21.5,2
David Montgomery,RB,2025,3.61,54.2,-3.03,-45.4,6.64,15,58.2,5
Josh Jacobs,RB,2025,14.12,211.8,7.48,112.2,6.64,15,11.9,1
Deebo Samuel Sr.,WR,2025,6.36,95.4,-1.61,-24.2,7.97,15,67.9,6
J.K. Dobbins,RB,2025,8.21,123.2,1.57,23.6,6.64,15,88.8,8
Jonathan Taylor,RB,2025,14.83,222.4,8.19,122.8,6.64,15,13.7,2
Jauan Jennings,WR,2025,12.26,183.9,4.29,64.4,7.97,15,82.5,7
Jordan Love,QB,2025,13.36,200.4,-0.4,-6.0,13.76,15,125.8,11
D'Andre Swift,RB,2025,7.08,106.2,0.44,6.6,6.64,15,57.8,5
Justin Jefferson,WR,2025,8.98,134.7,1.01,15.2,7.97,15,5.9,1
Justin Herbert,QB,2025,15.26,228.9,1.5,22.5,13.76,15,110.2,10
CeeDee Lamb,WR,2025,12.1,181.5,4.13,62.0,7.97,15,6.8,1
Jalen Hurts,QB,2025,13.36,200.4,-0.4,-6.0,13.76,15,35.9,3
Jerry Jeudy,WR,2025,4.4,44.0,-3.57,-35.7,7.97,10,61.6,6
Tee Higgins,WR,2025,14.12,211.8,6.15,92.2,7.97,15,25.1,3
Joe Burrow,QB,2025,17.94,269.1,4.18,62.7,13.76,15,29.9,3
Nico Collins,WR,2025,10.74,161.1,2.77,41.6,7.97,15,10.0,1
Chuba Hubbard,RB,2025,4.13,41.3,-2.51,-25.1,6.64,10,35.1,3
Jaylen Waddle,WR,2025,7.26,108.9,-0.71,-10.6,7.97,15,67.0,6
Rhamondre Stevenson,RB,2025,4.93,49.3,-1.71,-17.1,6.64,10,123.4,11
Ja'Marr Chase,WR,2025,13.1,196.5,5.13,77.0,7.97,15,1.8,1
DeVonta Smith,WR,2025,7.52,112.8,-0.45,-6.8,7.97,15,48.2,5
Justin Fields,QB,2025,8.64,86.4,-5.12,-51.2,13.76,10,114.9,10
Amon-Ra St. Brown,WR,2025,11.3,169.5,3.33,50.0,7.97,15,16.0,2
Javonte Williams,RB,2025,15.18,227.7,8.54,128.1,6.64,15,112.8,10
Isiah Pacheco,RB,2025,4.22,63.3,-2.42,-36.3,6.64,15,64.0,6
Jaylen Warren,RB,2025,6.72,100.8,0.08,1.2,6.64,15,77.6,7
Drake London,WR,2025,9.71,145.6,1.74,26.1,7.97,15,17.5,2
Chris Olave,WR,2025,9.7,145.5,1.73,26.0,7.97,15,72.7,7
Jameson Williams,WR,2025,9.12,136.8,1.15,17.2,7.97,15,53.6,5
George Pickens,WR,2025,11.04,165.6,3.07,46.0,7.97,15,61.4,6
James Cook,RB,2025,11.93,179.0,5.29,79.4,6.64,15,29.0,3
Khalil Shakir,WR,2025,6.2,62.0,-1.77,-17.7,7.97,10,90.5,8
Jerome Ford,RB,2025,0.82,8.2,-5.82,-58.2,6.64,10,134.6,12
Jordan Mason,RB,2025,5.01,75.1,-1.63,-24.4,6.64,15,92.5,8
Garrett Wilson,WR,2025,15.98,239.7,8.01,120.2,7.97,15,41.7,4
Trey McBride,TE,2025,16.44,246.6,10.14,152.1,6.3,15,41.7,4
Kyren Williams,RB,2025,8.02,120.3,1.38,20.7,6.64,15,17.9,2
Jake Ferguson,TE,2025,5.46,81.9,-0.84,-12.6,6.3,15,120.1,11
Breece Hall,RB,2025,7.08,106.2,0.44,6.6,6.64,15,48.6,5
Kenneth Walker III,RB,2025,7.42,111.3,0.78,11.7,6.64,15,43.6,4
Bijan Robinson,RB,2025,10.06,150.9,3.42,51.3,6.64,15,2.3,1
Jaxon Smith-Njigba,WR,2025,13.9,208.5,5.93,88.9,7.97,15,39.6,4
Tank Bigsby,RB,2025,0.8,8.0,-5.84,-58.4,6.64,10,127.4,11
Chase Brown,RB,2025,6.94,104.1,0.3,4.5,6.64,15,20.4,2
Dalton Kincaid,TE,2025,5.34,53.4,-0.96,-9.6,6.3,10,139.2,12
Marvin Mims Jr.,WR,2025,2.08,20.8,-5.89,-58.9,7.97,10,114.9,10
Jordan Addison,WR,2025,5.35,53.5,-2.62,-26.2,7.97,10,99.8,9
Tucker Kraft,TE,2025,12.57,125.7,6.27,62.7,6.3,10,108.5,10
De'Von Achane,RB,2025,10.41,156.2,3.77,56.6,6.64,15,13.6,2
Zay Flowers,WR,2025,9.36,140.4,1.39,20.8,7.97,15,63.6,6
Sam LaPorta,TE,2025,7.1,71.0,0.8,8.0,6.3,10,68.0,6
Rashee Rice,WR,2025,9.97,149.6,2.0,30.0,7.97,15,96.2,9
Puka Nacua,WR,2025,16.26,243.9,8.29,124.4,7.97,15,13.5,2
Jahmyr Gibbs,RB,2025,8.14,122.1,1.5,22.5,6.64,15,3.9,1
C.J. Stroud,QB,2025,12.72,190.8,-1.04,-15.6,13.76,15,124.2,11
Zach Charbonnet,RB,2025,10.42,156.3,3.78,56.7,6.64,15,99.1,9
Malik Nabers,WR,2025,7.97,119.6,0.0,0.0,7.97,15,11.2,1
Brock Bowers,TE,2025,7.12,106.8,0.82,12.3,6.3,15,33.7,3
Bucky Irving,RB,2025,7.63,114.4,0.99,14.8,6.64,15,19.0,2
Tyrone Tracy Jr.,RB,2025,5.83,87.4,-0.81,-12.2,6.64,15,69.9,6
Bo Nix,QB,2025,12.48,187.2,-1.28,-19.2,13.76,15,69.7,6
Braelon Allen,RB,2025,2.06,20.6,-4.58,-45.8,6.64,10,145.7,13
Marvin Harrison Jr.,WR,2025,7.26,108.9,-0.71,-10.6,7.97,15,35.2,3
Drake Maye,QB,2025,18.72,280.8,4.96,74.4,13.76,15,116.1,10
Brian Thomas Jr.,WR,2025,7.24,108.6,-0.73,-11.0,7.97,15,15.8,2
Xavier Worthy,WR,2025,5.42,54.2,-2.55,-25.5,7.97,10,46.5,4
Keon Coleman,WR,2025,3.89,38.9,-4.08,-40.8,7.97,10,94.1,8
Jayden Daniels,QB,2025,12.0,180.0,-1.76,-26.4,13.76,15,28.6,3
Ladd McConkey,WR,2025,6.36,95.4,-1.61,-24.2,7.97,15,25.6,3
Ricky Pearsall,WR,2025,7.76,116.4,-0.21,-3.2,7.97,15,74.3,7
Caleb Williams,QB,2025,16.8,252.0,3.04,45.6,13.76,15,101.8,9
Rome Odunze,WR,2025,7.4,111.0,-0.57,-8.5,7.97,15,78.6,7
Trey Benson,RB,2025,5.7,57.0,-0.94,-9.4,6.64,10,142.2,12
J.J. McCarthy,QB,2025,10.16,101.6,-3.6,-36.0,13.76,10,111.9,10
Ashton Jeanty,RB,2025,6.64,99.6,0.0,0.0,6.64,15,9.6,1
Tetairoa McMillan,WR,2025,8.88,133.2,0.91,13.6,7.97,15,47.3,4
Colston Loveland,TE,2025,5.25,52.5,-1.05,-10.5,6.3,10,143.9,12
Tyler Warren,TE,2025,6.56,98.4,0.26,3.9,6.3,15,101.6,9
Emeka Egbuka,WR,2025,6.88,103.2,-1.09,-16.4,7.97,15,80.6,7
Jayden Higgins,WR,2025,4.64,46.4,-3.33,-33.3,7.97,10,121.9,11
Kaleb Johnson,RB,2025,0.4,4.0,-6.24,-62.4,6.64,10,67.3,6
Dylan Sampson,RB,2025,1.62,16.2,-5.02,-50.2,6.64,10,154.8,13
Ollie Gordon II,RB,2025,0.8,8.0,-5.84,-58.4,6.64,10,142.7,12
Jacory Croskey-Merritt,RB,2025,3.61,54.2,-3.03,-45.4,6.64,15,101.9,9
Jaydon Blue,RB,2025,2.9,29.0,-3.74,-37.4,6.64,10,153.0,13
Omarion Hampton,RB,2025,6.42,96.3,-0.22,-3.3,6.64,15,34.2,3
Matthew Golden,WR,2025,2.48,24.8,-5.49,-54.9,7.97,10,71.8,6
Cam Skattebo,RB,2025,6.97,104.6,0.33,5.0,6.64,15,130.7,11
Travis Hunter,WR,2025,5.46,81.9,-2.51,-37.6,7.97,15,71.4,6
RJ Harvey,RB,2025,4.23,42.3,-2.41,-24.1,6.64,10,61.1,6
TreVeyon Henderson,RB,2025,6.12,91.8,-0.52,-7.8,6.64,15,47.5,4
Quinshon Judkins,RB,2025,7.23,108.4,0.59,8.8,6.64,15,125.3,11
