player_id,player_name,position,season,metric,mean,std,p25,median,p75
00-0035639,Parris Campbell,WR,2021,target_share,0.1054,0.0405,0.0877,0.0986,0.1141
00-0035639,Parris Campbell,WR,2022,targets,5.3529,3.1413,3.0,5.0,6.0
00-0035639,Parris Campbell,WR,2022,receiving_yards,36.6471,23.0514,15.0,42.0,52.0
00-0035639,Parris Campbell,WR,2022,receiving_tds,0.1765,0.393,0.0,0.0,0.0
00-0035639,Parris Campbell,WR,2022,target_share,0.1577,0.0841,0.087,0.1429,0.1964
00-0035639,Parris Campbell,WR,2023,targets,2.7,2.3594,1.0,2.0,4.75
00-0035639,Parris Campbell,WR,2023,receiving_yards,10.4,10.3193,0.5,10.5,19.5
00-0035639,Parris Campbell,WR,2023,receiving_tds,0.0,0.0,0.0,0.0,0.0
00-0035639,Parris Campbell,WR,2023,target_share,0.0869,0.0706,0.0393,0.0678,0.1517
00-0035639,Parris Campbell,WR,2024,targets,2.0,1.4142,1.0,1.5,2.5
00-0035639,Parris Campbell,WR,2024,receiving_yards,7.5,8.8129,0.0,6.5,14.0
00-0035639,Parris Campbell,WR,2024,receiving_tds,0.25,0.5,0.0,0.0,0.25
00-0035639,Parris Campbell,WR,2024,target_share,0.0809,0.0386,0.058,0.0651,0.0881
00-0035640,DK Metcalf,WR,2020,targets,8.0625,2.9545,6.0,8.0,9.0
00-0035640,DK Metcalf,WR,2020,receiving_yards,81.4375,45.8955,45.25,86.0,106.5
00-0035640,DK Metcalf,WR,2020,receiving_tds,0.625,0.7188,0.0,0.5,1.0
00-0035640,DK Metcalf,WR,2020,target_share,0.2462,0.0935,0.1926,0.2297,0.2772
00-0035640,DK Metcalf,WR,2021,targets,7.5882,2.3733,5.0,8.0,9.0
00-0035640,DK Metcalf,WR,2021,receiving_yards,56.8824,25.1045,43.0,58.0,63.0
00-0035640,DK Metcalf,WR,2021,receiving_tds,0.7059,0.9196,0.0,0.0,1.0
00-0035640,DK Metcalf,WR,2021,target_share,0.2774,0.087,0.2162,0.2727,0.3214
00-0035640,DK Metcalf,WR,2022,targets,8.2941,2.8889,7.0,8.0,10.0
00-0035640,DK Metcalf,WR,2022,receiving_yards,61.6471,38.0426,36.0,55.0,81.0
00-0035640,DK Metcalf,WR,2022,receiving_tds,0.3529,0.4926,0.0,0.0,1.0
00-0035640,DK Metcalf,WR,2022,target_share,0.2532,0.075,0.2162,0.2593,0.2857
00-0035640,DK Metcalf,WR,2023,targets,7.4375,2.7801,5.75,7.0,9.0
00-0035640,DK Metcalf,WR,2023,receiving_yards,69.625,33.0674,49.25,68.0,95.0
00-0035640,DK Metcalf,WR,2023,receiving_tds,0.5,0.8165,0.0,0.0,1.0
00-0035640,DK Metcalf,WR,2023,target_share,0.225,0.0662,0.1655,0.2195,0.2426
00-0035640,DK Metcalf,WR,2024,targets,7.2,3.2558,5.0,7.0,9.0
00-0035640,DK Metcalf,WR,2024,receiving_yards,66.1333,29.7414,48.5,57.0,84.5
00-0035640,DK Metcalf,WR,2024,receiving_tds,0.3333,0.488,0.0,0.0,1.0
00-0035640,DK Metcalf,WR,2024,target_share,0.2082,0.0644,0.1726,0.1852,0.2396
00-0035640,DK Metcalf,WR,2025,targets,6.6,2.3845,5.0,7.0,8.0
00-0035640,DK Metcalf,WR,2025,receiving_yards,56.6667,40.0315,32.0,49.0,69.0
00-0035640,DK Metcalf,WR,2025,receiving_tds,0.4,0.5071,0.0,0.0,1.0
00-0035640,DK Metcalf,WR,2025,target_share,0.2241,0.068,0.1877,0.2273,0.254
00-0035645,Gunner Olszewski,WR,2020,targets,0.3846,0.6504,0.0,0.0,1.0
00-0035645,Gunner Olszewski,WR,2020,receiving_yards,4.7692,11.0541,0.0,0.0,0.0
00-0035645,Gunner Olszewski,WR,2020,receiving_tds,0.0769,0.2774,0.0,0.0,0.0
00-0035645,Gunner Olszewski,WR,2020,target_share,0.0133,0.0226,0.0,0.0,0.0286
00-0035645,Gunner Olszewski,WR,2021,targets,0.1875,0.4031,0.0,0.0,0.0
00-0035645,Gunner Olszewski,WR,2021,receiving_yards,1.9375,5.8019,0.0,0.0,0.0
00-0035645,Gunner Olszewski,WR,2021,receiving_tds,0.0,0.0,0.0,0.0,0.0
00-0035645,Gunner Olszewski,WR,2021,target_share,0.0049,0.0106,0.0,0.0,0.0
00-0035645,Gunner Olszewski,WR,2022,targets,0.4667,0.9155,0.0,0.0,0.5
00-0035645,Gunner Olszewski,WR,2022,receiving_yards,3.5333,10.0276,0.0,0.0,1.5
00-0035645,Gunner Olszewski,WR,2022,receiving_tds,0.0,0.0,0.0,0.0,0.0
00-0035645,Gunner Olszewski,WR,2022,target_share,0.0153,0.0276,0.0,0.0,0.0192
00-0035645,Gunner Olszewski,WR,2023,targets,0.0833,0.2887,0.0,0.0,0.0
00-0035645,Gunner Olszewski,WR,2023,receiving_yards,0.0,0.0,0.0,0.0,0.0
00-0035645,Gunner Olszewski,WR,2023,receiving_tds,0.0,0.0,0.0,0.0,0.0
00-0035645,Gunner Olszewski,WR,2023,target_share,0.0029,0.01,0.0,0.0,0.0
00-0035645,Gunner Olszewski,WR,2025,targets,0.8125,2.2574,0.0,0.0,0.25
00-0035645,Gunner Olszewski,WR,2025,receiving_yards,9.0625,25.8546,0.0,0.0,0.0
00-0035645,Gunner Olszewski,WR,2025,receiving_tds,0.0625,0.25,0.0,0.0,0.0
00-0035645,Gunner Olszewski,WR,2025,target_share,0.0256,0.0706,0.0,0.0,0.0078
00-0035659,Terry McLaurin,WR,2020,targets,8.9333,2.4044,7.0,8.0,10.5
00-0035659,Terry McLaurin,WR,2020,receiving_yards,74.5333,35.0038,50.5,83.0,93.5
00-0035659,Terry McLaurin,WR,2020,receiving_tds,0.2667,0.4577,0.0,0.0,0.5
00-0035659,Terry McLaurin,WR,2020,target_share,0.2694,0.0932,0.2146,0.25,0.3015
00-0035659,Terry McLaurin,WR,2021,targets,7.6471,3.1808,6.0,7.0,8.0
00-0035659,Terry McLaurin,WR,2021,receiving_yards,61.9412,36.3154,40.0,59.0,93.0
00-0035659,Terry McLaurin,WR,2021,receiving_tds,0.2941,0.5879,0.0,0.0,0.0
00-0035659,Terry McLaurin,WR,2021,target_share,0.2462,0.0842,0.2,0.2353,0.3182
00-0035659,Terry McLaurin,WR,2022,targets,7.0588,2.2768,6.0,6.0,8.0
00-0035659,Terry McLaurin,WR,2022,receiving_yards,70.0588,30.1423,55.0,73.0,77.0
00-0035659,Terry McLaurin,WR,2022,receiving_tds,0.2941,0.4697,0.0,0.0,1.0
00-0035659,Terry McLaurin,WR,2022,target_share,0.2382,0.0881,0.1786,0.2222,0.3
00-0035659,Terry McLaurin,WR,2023,targets,7.7647,2.7733,6.0,8.0,10.0
00-0035659,Terry McLaurin,WR,2023,receiving_yards,58.9412,30.5481,43.0,54.0,73.0
00-0035659,Terry McLaurin,WR,2023,receiving_tds,0.2353,0.4372,0.0,0.0,0.0
00-0035659,Terry McLaurin,WR,2023,target_share,0.2283,0.0992,0.1667,0.2069,0.2564
00-0035659,Terry McLaurin,WR,2024,targets,6.8824,2.522,6.0,7.0,8.0
00-0035659,Terry McLaurin,WR,2024,receiving_yards,64.4706,39.6549,22.0,62.0,100.0
00-0035659,Terry McLaurin,WR,2024,receiving_tds,0.7647,0.8314,0.0,1.0,1.0
00-0035659,Terry McLaurin,WR,2024,target_share,0.233,0.0807,0.1765,0.2353,0.2759
00-0035659,Terry McLaurin,WR,2025,targets,6.0,3.2998,4.0,4.0,6.75
00-0035659,Terry McLaurin,WR,2025,receiving_yards,58.2,18.9666,49.25,55.5,67.5
00-0035659,Terry McLaurin,WR,2025,receiving_tds,0.3,0.483,0.0,0.0,0.75
00-0035659,Terry McLaurin,WR,2025,target_share,0.2323,0.0681,0.2026,0.2236,0.2875
00-0035662,Marquise Brown,WR,2020,targets,6.25,2.0494,5.75,6.0,8.0
00-0035662,Marquise Brown,WR,2020,receiving_yards,48.0625,33.2194,22.25,41.5,79.0
00-0035662,Marquise Brown,WR,2020,receiving_tds,0.5,0.6325,0.0,0.0,1.0
00-0035662,Marquise Brown,WR,2020,target_share,0.2682,0.1113,0.2145,0.2504,0.3238
00-0035662,Marquise Brown,WR,2021,targets,9.125,2.9411,7.0,8.5,10.5
00-0035662,Marquise Brown,WR,2021,receiving_yards,63.0,32.451,40.0,52.0,82.75
00-0035662,Marquise Brown,WR,2021,receiving_tds,0.375,0.6191,0.0,0.0,1.0
00-0035662,Marquise Brown,WR,2021,target_share,0.263,0.0708,0.2052,0.2546,0.3136
00-0035662,Marquise Brown,WR,2022,targets,8.9167,3.2879,7.5,8.5,10.25
00-0035662,Marquise Brown,WR,2022,receiving_yards,59.0833,34.7549,40.75,59.0,70.5
00-0035662,Marquise Brown,WR,2022,receiving_tds,0.25,0.4523,0.0,0.0,0.25
00-0035662,Marquise Brown,WR,2022,target_share,0.2355,0.0653,0.188,0.2354,0.2714
00-0035662,Marquise Brown,WR,2023,targets,7.7692,2.8622,5.0,8.0,10.0
00-0035662,Marquise Brown,WR,2023,receiving_yards,44.1538,27.5192,28.0,34.0,61.0
00-0035662,Marquise Brown,WR,2023,receiving_tds,0.3077,0.4804,0.0,0.0,1.0
00-0035662,Marquise Brown,WR,2023,target_share,0.2522,0.087,0.1724,0.25,0.3333
00-0035662,Marquise Brown,WR,2025,targets,4.625,3.5754,2.75,4.0,5.25
00-0035662,Marquise Brown,WR,2025,receiving_yards,36.6875,26.0531,18.5,36.5,45.75
00-0035662,Marquise Brown,WR,2025,receiving_tds,0.3125,0.6021,0.0,0.0,0.25
00-0035662,Marquise Brown,WR,2025,target_share,0.142,0.0922,0.087,0.1404,0.1717
00-0035676,A.J. Brown,WR,2020,targets,7.5714,1.6968,7.0,7.5,8.75
00-0035676,A.J. Brown,WR,2020,receiving_yards,76.7857,42.822,43.25,72.0,100.25
00-0035676,A.J. Brown,WR,2020,receiving_tds,0.7857,0.5789,0.25,1.0,1.0
00-0035676,A.J. Brown,WR,2020,target_share,0.2723,0.092,0.2047,0.254,0.3211
00-0035676,A.J. Brown,WR,2021,targets,8.0769,3.5931,6.0,9.0,9.0
00-0035676,A.J. Brown,WR,2021,receiving_yards,66.8462,49.3742,41.0,48.0,91.0
00-0035676,A.J. Brown,WR,2021,receiving_tds,0.3846,0.5064,0.0,0.0,1.0
00-0035676,A.J. Brown,WR,2021,target_share,0.2768,0.123,0.1875,0.2778,0.3438
00-0035676,A.J. Brown,WR,2022,targets,8.5294,2.8748,7.0,8.0,10.0
00-0035676,A.J. Brown,WR,2022,receiving_yards,88.0,45.6536,60.0,85.0,103.0
00-0035676,A.J. Brown,WR,2022,receiving_tds,0.6471,0.8618,0.0,0.0,1.0
00-0035676,A.J. Brown,WR,2022,target_share,0.2863,0.0778,0.24,0.2812,0.3226
00-0035676,A.J. Brown,WR,2023,targets,9.2941,3.7876,8.0,9.0,13.0
00-0035676,A.J. Brown,WR,2023,receiving_yards,85.6471,49.4797,53.0,80.0,130.0
00-0035676,A.J. Brown,WR,2023,receiving_tds,0.4118,0.7123,0.0,0.0,1.0
00-0035676,A.J. Brown,WR,2023,target_share,0.3037,0.1153,0.2286,0.3095,0.3824
00-0035676,A.J. Brown,WR,2024,targets,7.4615,3.1521,5.0,7.0,9.0
00-0035676,A.J. Brown,WR,2024,receiving_yards,83.0,30.7273,65.0,89.0,109.0
00-0035676,A.J. Brown,WR,2024,receiving_tds,0.5385,0.5189,0.0,1.0,1.0
00-0035676,A.J. Brown,WR,2024,target_share,0.3386,0.0998,0.3158,0.35,0.3571
00-0035676,A.J. Brown,WR,2025,targets,8.0667,3.693,6.5,9.0,10.5
00-0035676,A.J. Brown,WR,2025,receiving_yards,66.8667,43.0695,34.0,68.0,104.5
00-0035676,A.J. Brown,WR,2025,receiving_tds,0.4667,0.7432,0.0,0.0,1.0
00-0035676,A.J. Brown,WR,2025,target_share,0.2866,0.1145,0.2385,0.3182,0.378
00-0035703,Miles Boykin,WR,2020,targets,2.3571,1.3363,2.0,2.0,3.0
00-0035703,Miles Boykin,WR,2020,receiving_yards,19.0,15.0691,8.75,14.0,34.75
00-0035703,Miles Boykin,WR,2020,receiving_tds,0.2857,0.4688,0.0,0.0,0.75
00-0035703,Miles Boykin,WR,2020,target_share,0.1013,0.0608,0.0602,0.0835,0.1488
00-0035703,Miles Boykin,WR,2022,targets,0.3,0.483,0.0,0.0,0.75
00-0035703,Miles Boykin,WR,2022,receiving_yards,1.1,3.4785,0.0,0.0,0.0
00-0035703,Miles Boykin,WR,2022,receiving_tds,0.0,0.0,0.0,0.0,0.0
00-0035703,Miles Boykin,WR,2022,target_share,0.0094,0.0166,0.0,0.0,0.0147
00-0035703,Miles Boykin,WR,2023,targets,0.5,0.5345,0.0,0.5,1.0
00-0035703,Miles Boykin,WR,2023,receiving_yards,2.125,2.949,0.0,0.0,5.25
00-0035703,Miles Boykin,WR,2023,receiving_tds,0.0,0.0,0.0,0.0,0.0
00-0035703,Miles Boykin,WR,2023,target_share,0.0177,0.019,0.0,0.0161,0.0345
00-0035719,Deebo Samuel Sr.,WR,2020,targets,6.2857,4.2314,4.0,6.0,8.5
00-0035719,Deebo Samuel Sr.,WR,2020,receiving_yards,55.8571,43.4834,27.0,65.0,69.5
00-0035719,Deebo Samuel Sr.,WR,2020,receiving_tds,0.1429,0.378,0.0,0.0,0.0
00-0035719,Deebo Samuel Sr.,WR,2020,target_share,0.1861,0.1224,0.1303,0.2,0.2297
00-0035719,Deebo Samuel Sr.,WR,2021,targets,7.5625,3.5584,5.0,8.5,10.25
00-0035719,Deebo Samuel Sr.,WR,2021,receiving_yards,87.8125,55.8238,56.5,78.0,114.0
00-0035719,Deebo Samuel Sr.,WR,2021,receiving_tds,0.375,0.6191,0.0,0.0,1.0
00-0035719,Deebo Samuel Sr.,WR,2021,target_share,0.2621,0.1177,0.2031,0.2632,0.3244
00-0035719,Deebo Samuel Sr.,WR,2022,targets,7.2308,2.0064,6.0,7.0,9.0
00-0035719,Deebo Samuel Sr.,WR,2022,receiving_yards,48.6154,28.3624,24.0,43.0,58.0
00-0035719,Deebo Samuel Sr.,WR,2022,receiving_tds,0.1538,0.3755,0.0,0.0,0.0
00-0035719,Deebo Samuel Sr.,WR,2022,target_share,0.2394,0.0514,0.2143,0.25,0.2759
00-0035719,Deebo Samuel Sr.,WR,2023,targets,5.9333,3.7696,3.5,6.0,9.0
00-0035719,Deebo Samuel Sr.,WR,2023,receiving_yards,59.4667,43.6755,33.5,55.0,71.0
00-0035719,Deebo Samuel Sr.,WR,2023,receiving_tds,0.4667,0.7432,0.0,0.0,1.0
00-0035719,Deebo Samuel Sr.,WR,2023,target_share,0.2057,0.1153,0.1341,0.2222,0.2864
00-0035719,Deebo Samuel Sr.,WR,2024,targets,5.4,2.8983,3.5,5.0,7.0
00-0035719,Deebo Samuel Sr.,WR,2024,receiving_yards,44.6667,37.0032,18.0,22.0,66.5
00-0035719,Deebo Samuel Sr.,WR,2024,receiving_tds,0.2,0.414,0.0,0.0,0.0
00-0035719,Deebo Samuel Sr.,WR,2024,target_share,0.1884,0.0955,0.1346,0.1923,0.2639
00-0035719,Deebo Samuel Sr.,WR,2025,targets,6.1875,2.167,5.0,6.0,7.25
00-0035719,Deebo Samuel Sr.,WR,2025,receiving_yards,45.4375,26.6082,25.25,42.0,69.0
00-0035719,Deebo Samuel Sr.,WR,2025,receiving_tds,0.3125,0.4787,0.0,0.0,1.0
00-0035719,Deebo Samuel Sr.,WR,2025,target_share,0.2537,0.0811,0.2,0.2386,0.2893
00-0035848,De'Michael Harris,WR,2020,targets,1.6667,1.5055,1.0,1.0,2.5
00-0035848,De'Michael Harris,WR,2020,receiving_yards,13.1667,13.9487,1.0,11.0,25.5
00-0035848,De'Michael Harris,WR,2020,receiving_tds,0.0,0.0,0.0,0.0,0.0
00-0035848,De'Michael Harris,WR,2020,target_share,0.0419,0.0366,0.0248,0.0282,0.0607
00-0035864,Kendall Hinton,WR,2021,targets,2.0909,1.7003,1.0,1.0,3.0
00-0035864,Kendall Hinton,WR,2021,receiving_yards,15.9091,14.1665,3.5,15.0,24.0
00-0035864,Kendall Hinton,WR,2021,receiving_tds,0.0909,0.3015,0.0,0.0,0.0
00-0035864,Kendall Hinton,WR,2021,target_share,0.0629,0.0506,0.0303,0.0435,0.0834
00-0035864,Kendall Hinton,WR,2022,targets,3.0,2.6458,1.0,2.0,4.0
00-0035864,Kendall Hinton,WR,2022,receiving_yards,28.2727,20.0005,12.5,27.0,38.5
00-0035864,Kendall Hinton,WR,2022,receiving_tds,0.0,0.0,0.0,0.0,0.0
00-0035864,Kendall Hinton,WR,2022,target_share,0.0917,0.0762,0.0379,0.0556,0.1241
00-0035869,Austin Mack,WR,2020,targets,2.2,1.7889,1.0,1.0,3.0
00-0035869,Austin Mack,WR,2020,receiving_yards,18.2,30.376,1.0,9.0,9.0
00-0035869,Austin Mack,WR,2020,receiving_tds,0.0,0.0,0.0,0.0,0.0
00-0035869,Austin Mack,WR,2020,target_share,0.0712,0.0473,0.04,0.0556,0.0732
00-0035876,Andre Baccellia,WR,2022,targets,2.0,1.2247,1.0,2.0,2.0
00-0035876,Andre Baccellia,WR,2022,receiving_yards,9.0,3.2404,7.0,7.0,12.0
00-0035876,Andre Baccellia,WR,2022,receiving_tds,0.0,0.0,0.0,0.0,0.0
00-0035876,Andre Baccellia,WR,2022,target_share,0.0484,0.015,0.037,0.0426,0.0526
00-0035876,Andre Baccellia,WR,2025,targets,1.0,1.4142,0.0,0.5,1.5
00-0035876,Andre Baccellia,WR,2025,receiving_yards,2.0,2.4495,0.0,1.5,3.5
00-0035876,Andre Baccellia,WR,2025,receiving_tds,0.0,0.0,0.0,0.0,0.0
00-0035876,Andre Baccellia,WR,2025,target_share,0.0215,0.0322,0.0,0.0089,0.0304
00-0035891,Cody White,WR,2021,targets,1.0,1.2649,0.0,0.5,1.75
00-0035891,Cody White,WR,2021,receiving_yards,5.5,8.5264,0.0,0.0,12.0
00-0035891,Cody White,WR,2021,receiving_tds,0.0,0.0,0.0,0.0,0.0
00-0035891,Cody White,WR,2021,target_share,0.0243,0.0295,0.0,0.0172,0.0386
00-0035891,Cody White,WR,2025,targets,0.5,0.7559,0.0,0.0,1.0
00-0035891,Cody White,WR,2025,receiving_yards,11.25,21.0764,0.0,0.0,12.0
00-0035891,Cody White,WR,2025,receiving_tds,0.125,0.3536,0.0,0.0,0.0
00-0035891,Cody White,WR,2025,target_share,0.02,0.031,0.0,0.0,0.0359
00-0035976,Dan Chisena,WR,2020,targets,0.0,0.0,0.0,0.0,0.0
00-0035976,Dan Chisena,WR,2020,receiving_yards,0.0,0.0,0.0,0.0,0.0
00-0035976,Dan Chisena,WR,2020,receiving_tds,0.0,0.0,0.0,0.0,0.0
00-0035976,Dan Chisena,WR,2020,target_share,0.0,0.0,0.0,0.0,0.0
00-0035976,Dan Chisena,WR,2024,targets,1.0,0.8165,0.75,1.0,1.25
00-0035976,Dan Chisena,WR,2024,receiving_yards,9.25,9.7767,4.5,7.0,11.75
00-0035976,Dan Chisena,WR,2024,receiving_tds,0.0,0.0,0.0,0.0,0.0
00-0035976,Dan Chisena,WR,2024,target_share,0.0383,0.0353,0.0183,0.0349,0.0549
00-0036100,Isaiah Zuber,WR,2020,targets,0.5,0.5774,0.0,0.5,1.0
00-0036100,Isaiah Zuber,WR,2020,receiving_yards,7.25,8.4607,0.0,6.5,13.75
00-0036100,Isaiah Zuber,WR,2020,receiving_tds,0.0,0.0,0.0,0.0,0.0
00-0036100,Isaiah Zuber,WR,2020,target_share,0.0201,0.0234,0.0,0.0185,0.0386
00-0036110,Ja'Marcus Bradley,WR,2021,targets,1.0,1.1547,0.0,1.0,2.0
00-0036110,Ja'Marcus Bradley,WR,2021,receiving_yards,16.0,21.7256,0.0,9.0,25.0
00-0036110,Ja'Marcus Bradley,WR,2021,receiving_tds,0.0,0.0,0.0,0.0,0.0
00-0036110,Ja'Marcus Bradley,WR,2021,target_share,0.0326,0.038,0.0,0.0294,0.062
00-0036133,James Proche,WR,2020,targets,0.2308,0.4385,0.0,0.0,0.0
00-0036133,James Proche,WR,2020,receiving_yards,1.0769,3.8829,0.0,0.0,0.0
00-0036133,James Proche,WR,2020,receiving_tds,0.0,0.0,0.0,0.0,0.0
00-0036133,James Proche,WR,2020,target_share,0.01,0.0195,0.0,0.0,0.0
00-0036133,James Proche,WR,2021,targets,2.8571,2.9114,1.0,1.0,4.0
00-0036133,James Proche,WR,2021,receiving_yards,28.8571,33.0476,4.0,15.0,51.5
00-0036133,James Proche,WR,2021,receiving_tds,0.0,0.0,0.0,0.0,0.0
00-0036133,James Proche,WR,2021,target_share,0.0798,0.0793,0.0313,0.037,0.109
00-0036133,James Proche,WR,2022,targets,1.5455,1.3685,0.0,2.0,2.0
00-0036133,James Proche,WR,2022,receiving_yards,5.6364,9.1681,0.0,0.0,8.0
00-0036133,James Proche,WR,2022,receiving_tds,0.0,0.0,0.0,0.0,0.0
00-0036133,James Proche,WR,2022,target_share,0.0494,0.0423,0.0,0.0625,0.0728
00-0036133,James Proche,WR,2023,targets,0.5,1.2693,0.0,0.0,0.0
00-0036133,James Proche,WR,2023,receiving_yards,0.0,0.0,0.0,0.0,0.0
00-0036133,James Proche,WR,2023,receiving_tds,0.0,0.0,0.0,0.0,0.0
00-0036133,James Proche,WR,2023,target_share,0.0191,0.0505,0.0,0.0,0.0
00-0036133,James Proche,WR,2024,targets,0.3333,0.7071,0.0,0.0,0.0
00-0036133,James Proche,WR,2024,receiving_yards,2.3333,5.9582,0.0,0.0,0.0
00-0036133,James Proche,WR,2024,receiving_tds,0.0,0.0,0.0,0.0,0.0
00-0036133,James Proche,WR,2024,target_share,0.0095,0.0197,0.0,0.0,0.0
00-0036133,James Proche,WR,2025,targets,2.0,1.6733,1.0,1.0,2.5
00-0036133,James Proche,WR,2025,receiving_yards,10.8333,15.9927,1.25,5.0,11.0
00-0036133,James Proche,WR,2025,receiving_tds,0.0,0.0,0.0,0.0,0.0
00-0036133,James Proche,WR,2025,target_share,0.0596,0.0448,0.032,0.0385,0.0692
00-0036142,Isaiah Wright,WR,2020,targets,3.1818,2.0889,1.0,3.0,5.0
00-0036142,Isaiah Wright,WR,2020,receiving_yards,17.9091,16.8609,6.0,15.0,24.5
00-0036142,Isaiah Wright,WR,2020,receiving_tds,0.0,0.0,0.0,0.0,0.0
00-0036142,Isaiah Wright,WR,2020,target_share,0.0781,0.0477,0.0367,0.0769,0.1145
00-0036165,Isaiah Hodgins,WR,2022,targets,5.3333,2.8723,4.0,5.0,6.0
00-0036165,Isaiah Hodgins,WR,2022,receiving_yards,43.5556,17.7631,37.0,41.0,42.0
00-0036165,Isaiah Hodgins,WR,2022,receiving_tds,0.4444,0.527,0.0,0.0,1.0
00-0036165,Isaiah Hodgins,WR,2022,target_share,0.1714,0.0649,0.1333,0.1667,0.2143
00-0036165,Isaiah Hodgins,WR,2023,targets,2.3571,1.2157,1.25,2.0,3.0
00-0036165,Isaiah Hodgins,WR,2023,receiving_yards,16.4286,13.1132,3.0,18.5,23.5
00-0036165,Isaiah Hodgins,WR,2023,receiving_tds,0.2143,0.4258,0.0,0.0,0.0
00-0036165,Isaiah Hodgins,WR,2023,target_share,0.0806,0.0399,0.0441,0.0853,0.1026
00-0036165,Isaiah Hodgins,WR,2025,targets,3.1667,2.2286,2.0,2.0,5.0
00-0036165,Isaiah Hodgins,WR,2025,receiving_yards,19.1667,24.1033,4.0,6.0,33.5
00-0036165,Isaiah Hodgins,WR,2025,receiving_tds,0.1667,0.4082,0.0,0.0,0.0
00-0036165,Isaiah Hodgins,WR,2025,target_share,0.102,0.0707,0.0573,0.0657,0.1496
00-0036176,Mason Kinsey,WR,2023,targets,0.1667,0.4082,0.0,0.0,0.0
00-0036176,Mason Kinsey,WR,2023,receiving_yards,1.0,2.4495,0.0,0.0,0.0
00-0036176,Mason Kinsey,WR,2023,receiving_tds,0.0,0.0,0.0,0.0,0.0
00-0036176,Mason Kinsey,WR,2023,target_share,0.0067,0.0163,0.0,0.0,0.0
00-0036176,Mason Kinsey,WR,2024,targets,0.3333,0.5164,0.0,0.0,0.75
00-0036176,Mason Kinsey,WR,2024,receiving_yards,2.8333,4.6655,0.0,0.0,4.5
00-0036176,Mason Kinsey,WR,2024,receiving_tds,0.0,0.0,0.0,0.0,0.0
00-0036176,Mason Kinsey,WR,2024,target_share,0.0096,0.0148,0.0,0.0,0.0203
00-0036176,Mason Kinsey,WR,2025,targets,0.6667,1.2111,0.0,0.0,0.75
00-0036176,Mason Kinsey,WR,2025,receiving_yards,8.0,13.914,0.0,0.0,10.5
00-0036176,Mason Kinsey,WR,2025,receiving_tds,0.0,0.0,0.0,0.0,0.0
00-0036176,Mason Kinsey,WR,2025,target_share,0.0187,0.0337,0.0,0.0,0.0214
00-0036182,Nick Westbrook-Ikhine,WR,2020,targets,0.8889,0.6009,1.0,1.0,1.0
00-0036182,Nick Westbrook-Ikhine,WR,2020,receiving_yards,3.6667,6.5,0.0,0.0,7.0
00-0036182,Nick Westbrook-Ikhine,WR,2020,receiving_tds,0.0,0.0,0.0,0.0,0.0
00-0036182,Nick Westbrook-Ikhine,WR,2020,target_share,0.0317,0.0198,0.0312,0.037,0.04
00-0036182,Nick Westbrook-Ikhine,WR,2021,targets,3.8,2.4553,2.0,3.0,5.5
00-0036182,Nick Westbrook-Ikhine,WR,2021,receiving_yards,31.7333,28.7215,12.0,27.0,35.0
00-0036182,Nick Westbrook-Ikhine,WR,2021,receiving_tds,0.2667,0.4577,0.0,0.0,0.5
00-0036182,Nick Westbrook-Ikhine,WR,2021,target_share,0.1211,0.0712,0.0747,0.1111,0.1566
00-0036182,Nick Westbrook-Ikhine,WR,2022,targets,3.125,2.3345,2.0,2.5,3.25
00-0036182,Nick Westbrook-Ikhine,WR,2022,receiving_yards,24.8125,33.3371,0.0,13.0,31.0
00-0036182,Nick Westbrook-Ikhine,WR,2022,receiving_tds,0.1875,0.5439,0.0,0.0,0.0
00-0036182,Nick Westbrook-Ikhine,WR,2022,target_share,0.1105,0.0623,0.0762,0.09,0.156
00-0036182,Nick Westbrook-Ikhine,WR,2023,targets,3.4615,1.8081,2.0,3.0,4.0
00-0036182,Nick Westbrook-Ikhine,WR,2023,receiving_yards,28.4615,15.4144,23.0,28.0,33.0
00-0036182,Nick Westbrook-Ikhine,WR,2023,receiving_tds,0.2308,0.4385,0.0,0.0,0.0
00-0036182,Nick Westbrook-Ikhine,WR,2023,target_share,0.122,0.0644,0.0769,0.1026,0.1852
00-0036182,Nick Westbrook-Ikhine,WR,2024,targets,4.2857,2.1989,3.0,4.0,6.0
00-0036182,Nick Westbrook-Ikhine,WR,2024,receiving_yards,35.5,30.1707,11.75,34.0,49.5
00-0036182,Nick Westbrook-Ikhine,WR,2024,receiving_tds,0.6429,0.6333,0.0,1.0,1.0
00-0036182,Nick Westbrook-Ikhine,WR,2024,target_share,0.1429,0.0775,0.0871,0.1258,0.2052
00-0036182,Nick Westbrook-Ikhine,WR,2025,targets,1.5385,1.5064,0.0,1.0,3.0
00-0036182,Nick Westbrook-Ikhine,WR,2025,receiving_yards,6.8462,8.5523,0.0,1.0,16.0
00-0036182,Nick Westbrook-Ikhine,WR,2025,receiving_tds,0.0,0.0,0.0,0.0,0.0
00-0036182,Nick Westbrook-Ikhine,WR,2025,target_share,0.0516,0.0471,0.0,0.04,0.0938
00-0036196,Gabe Davis,WR,2020,targets,3.875,2.3345,2.0,4.0,5.0
00-0036196,Gabe Davis,WR,2020,receiving_yards,37.4375,34.2792,10.0,22.5,68.5
00-0036196,Gabe Davis,WR,2020,receiving_tds,0.4375,0.5123,0.0,0.0,1.0
