player_id,player_name,position,team,season,adp,adp_stdev,adp_rank,round_drafted,fantasy_points_ppr,actual_rank,value_score,vorp,outcome
00-0036219,Marquez Callaway,WR,NO,2021,113.2,9.6,113,10,151.8,114,-1,13.1,Reach
00-0034845,Sony Michel,RB,LA,2021,114.1,13.2,114,10,146.3,122,-8,4.9,Reach
00-0037012,Trey Lance,QB,SF,2021,115.8,11.6,116,10,64.92,252,-136,-176.5,Bust
00-0030513,Latavius Murray,RB,BAL,2021,116.1,12.0,116,10,103.6,178,-62,-37.8,Bust
00-0033536,Mike Williams,WR,LAC,2021,119.7,9.2,120,10,246.6,36,84,107.9,Steal
00-0034367,Nyheim Hines,RB,IND,2021,120.2,13.3,120,11,116.6,161,-41,-24.8,Bust
00-0031382,Jarvis Landry,WR,CLE,2021,120.6,9.0,121,11,133.0,135,-14,-5.7,Reach
00-0026143,Matt Ryan,QB,ATL,2021,123.8,14.1,124,11,222.92,55,69,-18.5,Steal
00-0032602,J.D. McKissic,RB,WAS,2021,123.9,10.9,124,11,127.9,142,-18,-13.5,Reach
00-0030456,Giovani Bernard,RB,TB,2021,124.7,12.6,125,11,59.1,264,-139,-82.3,Bust
00-0036971,Trevor Lawrence,QB,JAX,2021,126.7,14.3,127,11,199.04,71,56,-42.4,Steal
00-0034750,Rashaad Penny,RB,SEA,2021,127.4,9.7,127,11,121.7,151,-24,-19.7,Reach
00-0032058,Tevin Coleman,RB,NYJ,2021,128.5,11.8,128,11,51.5,281,-153,-89.9,Bust
00-0033858,Jonnu Smith,TE,NE,2021,128.6,17.9,129,11,67.4,247,-118,-20.3,Bust
00-0033282,Curtis Samuel,WR,WAS,2021,130.6,9.2,131,11,9.8,443,-312,-128.9,Bust
00-0036945,Justin Fields,QB,CHI,2021,132.0,12.3,132,11,126.8,145,-13,-114.6,Reach
00-0036980,Elijah Moore,WR,NYJ,2021,134.0,9.4,134,12,138.2,130,4,-0.5,Hit
00-0036875,Rhamondre Stevenson,RB,NE,2021,134.1,14.2,134,12,114.9,164,-30,-26.5,Reach
00-0036555,Chuba Hubbard,RB,CAR,2021,134.1,10.8,134,12,137.60000000000002,132,2,-3.8,Hit
00-0034960,Jakobi Meyers,WR,NE,2021,135.2,10.4,135,12,186.3,79,56,47.6,Steal
00-0034764,Michael Gallup,WR,DAL,2021,135.8,13.1,136,12,91.5,191,-55,-47.2,Bust
00-0034855,Baker Mayfield,QB,CLE,2021,136.0,14.5,136,12,180.9,84,52,-60.5,Steal
00-0035662,Marquise Brown,WR,BAL,2021,138.7,14.1,139,12,228.3,50,89,89.6,Steal
00-0031503,Jameis Winston,QB,NO,2021,143.8,16.0,144,12,117.4,158,-14,-124.0,Reach
00-0036972,Mac Jones,QB,NE,2021,147.8,22.6,148,13,224.94,54,94,-16.5,Steal
00-0034301,Darrel Williams,RB,KC,2021,148.1,12.7,148,13,196.0,74,74,54.6,Steal
00-0035537,Ty Johnson,RB,NYJ,2021,148.6,23.4,149,13,117.0,160,-11,-24.4,Reach
00-0036365,Bryan Edwards,WR,LV,2021,151.6,13.8,152,13,109.1,169,-17,-29.6,Reach
00-0033895,Gerald Everett,TE,SEA,2021,152.6,19.3,153,13,117.8,156,-3,30.0,Reach
00-0033881,Evan Engram,TE,NYG,2021,152.9,21.2,153,13,102.5,182,-29,14.8,Reach
00-0029604,Kirk Cousins,QB,MIN,2021,154.1,14.9,154,13,300.34000000000003,20,134,58.9,Steal
00-0036422,Adam Trautman,TE,NO,2021,154.2,25.1,154,13,63.3,255,-101,-24.5,Bust
00-0036919,Kenneth Gainwell,RB,PHI,2021,155.4,14.6,155,13,123.4,149,6,-18.0,Hit
00-0031549,Nelson Agholor,WR,NE,2021,156.3,26.9,156,14,103.4,181,-25,-35.3,Reach
00-0029000,Cole Beasley,WR,BUF,2021,156.8,18.0,157,14,159.3,105,52,20.6,Steal
00-0031806,Malcolm Brown,RB,MIA,2021,157.8,15.8,158,14,22.5,370,-212,-118.9,Bust
00-0033951,Marlon Mack,RB,IND,2021,157.9,14.4,158,14,12.9,422,-264,-128.5,Bust
00-0036212,Tua Tagovailoa,QB,MIA,2021,158.0,13.6,158,14,180.92,83,75,-60.5,Steal
00-0031547,DeVante Parker,WR,MIA,2021,158.2,13.0,158,14,103.5,179,-21,-35.2,Reach
00-0027942,A.J. Green,WR,ARI,2021,158.5,14.8,158,14,156.8,110,48,18.1,Steal
00-0034272,Marquez Valdes-Scantling,WR,GB,2021,158.7,22.9,159,14,87.0,197,-38,-51.7,Bust
00-0033090,Hunter Henry,TE,NE,2021,159.6,24.2,160,14,164.3,100,60,76.6,Steal
00-0030061,Zach Ertz,TE,ARI,2021,160.3,24.4,160,14,180.7,86,74,92.9,Steal
00-0028002,Randall Cobb,WR,GB,2021,160.8,27.5,161,14,95.6,186,-25,-43.1,Reach
00-0036387,Jalen Reagor,WR,PHI,2021,161.0,19.5,161,14,78.1,225,-64,-60.6,Bust
00-0036936,Rondale Moore,WR,ARI,2021,161.3,16.7,161,14,111.1,165,-4,-27.6,Reach
00-0029608,T.Y. Hilton,WR,IND,2021,161.8,16.0,162,14,74.1,231,-69,-64.6,Bust
00-0036955,Terrace Marshall Jr.,WR,CAR,2021,162.2,19.3,162,14,32.8,339,-177,-105.9,Bust
00-0036963,Amon-Ra St. Brown,WR,DET,2021,162.6,15.2,163,14,227.3,52,111,88.6,Steal
00-0035860,Tony Jones,RB,NO,2021,162.9,20.2,163,14,22.1,371,-208,-119.3,Bust
00-0036894,Pat Freiermuth,TE,PIT,2021,163.3,25.2,163,14,151.7,115,48,63.9,Steal
00-0036297,Darrynton Evans,RB,TEN,2021,165.0,18.3,165,14,3.8,510,-345,-137.6,Bust
00-0031376,Jerick McKinnon,RB,KC,2021,166.7,24.5,167,14,35.900000000000006,326,-159,-105.5,Bust
00-0036020,Salvon Ahmed,RB,MIA,2021,167.4,26.4,167,14,38.6,318,-151,-102.8,Bust
00-0030874,Damien Williams,RB,CHI,2021,167.7,15.2,168,14,60.7,260,-92,-80.7,Bust
00-0027966,Mark Ingram,RB,NO,2021,168.5,24.7,168,15,108.6,170,-2,-32.8,Reach
00-0034440,Justin Jackson,RB,LAC,2021,169.0,13.8,169,15,86.2,202,-33,-55.2,Reach
00-0032950,Carson Wentz,QB,IND,2021,171.0,22.4,171,15,258.02,29,142,16.6,Steal
00-0037013,Zach Wilson,QB,NYJ,2021,174.6,15.1,175,15,151.86,113,62,-89.6,Steal
00-0036196,Gabe Davis,WR,BUF,2021,175.5,23.5,176,15,125.9,146,30,-12.8,Hit
00-0034765,Tre'Quan Smith,WR,NO,2021,175.8,15.3,176,15,87.7,196,-20,-51.0,Reach
00-0036223,Jonathan Taylor,RB,IND,2022,1.3,0.6,1,1,146.4,117,-116,-2.9,Bust
00-0033280,Christian McCaffrey,RB,SF,2022,2.5,0.8,2,1,356.36,6,-4,207.1,Reach
00-0032764,Derrick Henry,RB,TEN,2022,4.1,1.0,4,1,302.76,14,-10,153.5,Reach
00-0036322,Justin Jefferson,WR,MIN,2022,4.8,1.4,5,1,368.66,5,0,209.9,Hit
00-0033893,Dalvin Cook,RB,MIN,2022,5.8,1.6,6,1,237.8,38,-32,88.5,Reach
00-0033908,Cooper Kupp,WR,LA,2022,6.6,1.8,7,1,201.4,60,-53,42.7,Bust
00-0036893,Najee Harris,RB,PIT,2022,7.5,2.1,8,1,225.46,47,-39,76.2,Bust
00-0036900,Ja'Marr Chase,WR,CIN,2022,8.9,1.8,9,1,242.4,33,-24,83.6,Reach
00-0033897,Joe Mixon,RB,CIN,2022,9.5,2.1,10,1,239.5,35,-25,90.2,Reach
00-0036275,D'Andre Swift,RB,DET,2022,10.8,1.9,11,1,191.1,70,-59,41.8,Bust
00-0033906,Alvin Kamara,RB,NO,2022,11.1,2.1,11,1,211.7,56,-45,62.4,Bust
00-0031381,Davante Adams,WR,LV,2022,12.4,2.6,12,2,335.5,9,3,176.8,Hit
00-0031588,Stefon Diggs,WR,BUF,2022,14.2,2.2,14,2,316.6,11,3,157.9,Hit
00-0034791,Nick Chubb,RB,CLE,2022,14.6,2.2,15,2,281.4,23,-8,132.1,Reach
00-0034844,Saquon Barkley,RB,NYG,2022,15.4,2.8,15,2,284.0,22,-7,134.7,Reach
00-0030506,Travis Kelce,TE,KC,2022,17.2,3.3,17,2,316.3,12,5,195.0,Hit
00-0036997,Javonte Williams,RB,DEN,2022,18.1,2.9,18,2,42.0,297,-279,-107.3,Bust
00-0036358,CeeDee Lamb,WR,DAL,2022,19.2,2.9,19,2,301.6,15,4,142.9,Hit
00-0033856,Leonard Fournette,RB,TB,2022,21.0,2.6,21,2,226.1,44,-23,76.8,Reach
00-0035719,Deebo Samuel Sr.,WR,SF,2022,21.3,2.7,21,2,168.4,90,-69,9.7,Bust
00-0034857,Josh Allen,QB,BUF,2022,21.7,6.3,22,2,395.52,2,20,185.7,Hit
00-0034753,Mark Andrews,TE,BAL,2022,23.3,3.0,23,2,190.5,71,-48,69.2,Bust
00-0033040,Tyreek Hill,WR,MIA,2022,23.6,3.5,24,2,341.20000000000005,8,16,182.5,Hit
00-0033553,James Conner,RB,ARI,2022,25.1,3.5,25,3,200.2,63,-38,50.9,Bust
00-0031408,Mike Evans,WR,TB,2022,26.7,3.0,27,3,225.4,48,-21,66.6,Reach
00-0033045,Ezekiel Elliott,RB,DAL,2022,27.7,4.0,28,3,185.8,72,-44,36.5,Bust
00-0035676,A.J. Brown,WR,PHI,2022,28.4,3.4,28,3,299.6,16,12,140.9,Hit
00-0030279,Keenan Allen,WR,LAC,2022,31.2,2.5,31,3,164.0,100,-69,5.2,Bust
00-0036414,Cam Akers,RB,LA,2022,31.4,3.3,31,3,141.3,123,-92,-8.0,Bust
00-0036410,Tee Higgins,WR,CIN,2022,33.2,3.1,33,3,220.9,50,-17,62.2,Reach
00-0036355,Justin Herbert,QB,LAC,2022,33.9,5.2,34,3,281.26,24,10,71.5,Hit
00-0036158,J.K. Dobbins,RB,BAL,2022,36.2,11.8,36,4,81.2,215,-179,-68.1,Bust
00-0033536,Mike Williams,WR,LAC,2022,36.8,3.3,37,4,176.5,82,-45,17.8,Bust
00-0033873,Patrick Mahomes,QB,KC,2022,38.0,5.7,38,4,417.4,1,37,207.6,Steal
00-0035685,David Montgomery,RB,CHI,2022,38.1,6.1,38,4,177.7,80,-42,28.4,Bust
00-0036613,Jaylen Waddle,WR,MIA,2022,38.8,5.6,39,4,259.20000000000005,27,12,100.5,Hit
00-0034827,DJ Moore,WR,CAR,2022,40.8,4.1,41,4,199.1,64,-23,40.3,Reach
00-0036567,Elijah Mitchell,RB,SF,2022,41.8,5.0,42,4,43.6,290,-248,-105.7,Bust
00-0035659,Terry McLaurin,WR,WAS,2022,42.3,3.7,42,4,229.0,41,1,70.2,Hit
00-0038120,Breece Hall,RB,NYJ,2022,43.6,5.0,44,4,115.1,150,-106,-34.2,Bust
00-0033288,George Kittle,TE,SF,2022,44.5,4.8,44,4,200.5,62,-18,79.2,Reach
00-0035640,DK Metcalf,WR,SEA,2022,46.7,5.1,47,4,226.8,43,4,68.1,Hit
00-0032765,Michael Thomas,WR,NO,2022,47.1,4.8,47,4,51.1,273,-226,-107.6,Bust
00-0034796,Lamar Jackson,QB,BAL,2022,47.3,4.7,47,4,236.08,39,8,26.3,Hit
00-0034348,Courtland Sutton,WR,DEN,2022,47.3,5.3,47,4,159.4,102,-55,0.7,Bust
00-0035216,Diontae Johnson,WR,PIT,2022,50.9,4.1,51,5,180.7,76,-25,21.9,Reach
00-0031610,Darren Waller,TE,LV,2022,51.8,5.5,52,5,84.80000000000001,205,-153,-36.5,Bust
00-0036360,Clyde Edwards-Helaire,RB,KC,2022,52.4,6.2,52,5,98.3,176,-124,-51.0,Bust
00-0035657,Damien Harris,RB,NE,2022,53.5,4.7,54,5,90.9,187,-133,-58.4,Bust
00-0033921,Chris Godwin Jr.,WR,TB,2022,53.9,6.0,54,5,222.8,49,5,64.1,Hit
00-0035228,Kyler Murray,QB,ARI,2022,56.9,6.1,57,5,200.52,61,-4,-9.3,Reach
00-0030564,DeAndre Hopkins,WR,ARI,2022,57.1,6.9,57,5,151.7,112,-55,-7.1,Bust
00-0031236,Brandin Cooks,WR,HOU,2022,57.5,5.0,58,5,145.60000000000002,119,-61,-13.1,Bust
00-0036389,Jalen Hurts,QB,PHI,2022,57.6,6.5,58,5,378.04,3,55,168.2,Steal
00-0031428,Allen Robinson,WR,LA,2022,58.3,5.8,58,5,84.9,204,-146,-73.8,Bust
00-0034750,Rashaad Penny,RB,SEA,2022,60.6,6.0,61,6,52.2,267,-206,-97.1,Bust
00-0034383,Dalton Schultz,TE,DAL,2022,61.8,8.0,62,6,142.7,120,-58,21.4,Bust
00-0035243,Miles Sanders,RB,PHI,2022,62.2,9.2,62,6,216.7,53,9,67.4,Hit
00-0036407,Jerry Jeudy,WR,DEN,2022,63.6,5.2,64,6,204.2,58,6,45.4,Hit
00-0036196,Gabe Davis,WR,BUF,2022,64.5,6.7,64,6,171.60000000000002,86,-22,12.9,Reach
00-0033923,Kareem Hunt,RB,CLE,2022,64.9,7.0,65,6,126.8,135,-70,-22.5,Bust
00-0035662,Marquise Brown,WR,ARI,2022,66.4,6.5,66,6,156.0,105,-39,-2.8,Bust
00-0034681,Chase Edmonds,RB,DEN,2022,68.2,6.9,68,6,74.2,223,-155,-75.1,Bust
00-0029263,Russell Wilson,QB,DEN,2022,68.3,6.5,68,6,225.76,46,22,16.0,Hit
00-0035261,Tony Pollard,RB,DAL,2022,69.3,6.1,69,6,248.8,30,39,99.5,Steal
00-0030035,Adam Thielen,WR,MIN,2022,70.8,7.9,71,6,180.0,77,-6,21.2,Reach
00-0035229,T.J. Hockenson,TE,MIN,2022,73.4,8.7,73,7,217.4,52,21,96.1,Hit
00-0036309,Darnell Mooney,WR,CHI,2022,73.8,5.0,74,7,101.5,172,-98,-57.2,Bust
00-0035250,Devin Singletary,RB,BUF,2022,74.8,6.3,75,7,177.9,79,-4,28.6,Reach
00-0036963,Amon-Ra St. Brown,WR,DET,2022,75.3,6.8,75,7,267.6,26,49,108.9,Steal
00-0036875,Rhamondre Stevenson,RB,NE,2022,75.6,8.3,76,7,249.1,29,47,99.8,Steal
00-0037258,Dameon Pierce,RB,HOU,2022,76.4,10.7,76,7,166.4,96,-20,17.1,Reach
00-0034351,Dallas Goedert,TE,PHI,2022,77.8,6.5,78,7,141.2,124,-46,19.9,Bust
00-0033077,Dak Prescott,QB,DAL,2022,79.2,7.4,79,7,198.6,65,14,-11.2,Hit
00-0033857,JuJu Smith-Schuster,WR,KC,2022,80.5,9.5,80,7,185.3,73,7,26.6,Hit
00-0019596,Tom Brady,QB,TB,2022,82.0,8.6,82,7,271.66,25,57,61.9,Steal
00-0032144,Melvin Gordon,RB,DEN,2022,83.4,7.9,83,7,87.1,199,-116,-62.2,Bust
00-0036550,Rashod Bateman,WR,BAL,2022,85.4,8.2,85,8,53.5,265,-180,-105.2,Bust
00-0026498,Matthew Stafford,QB,LA,2022,85.8,10.7,86,8,108.38,160,-74,-101.4,Bust
00-0036912,DeVonta Smith,WR,PHI,2022,87.7,5.7,88,8,256.6,28,60,97.9,Steal
00-0030578,Cordarrelle Patterson,RB,ATL,2022,90.6,6.4,91,8,154.7,108,-17,5.4,Reach
00-0036980,Elijah Moore,WR,NYJ,2022,91.8,7.8,92,8,88.1,194,-102,-70.6,Bust
00-0037012,Trey Lance,QB,SF,2022,91.8,9.4,92,8,12.46,419,-327,-197.3,Bust
00-0037248,James Cook,RB,BUF,2022,92.9,7.4,93,8,105.7,162,-69,-43.6,Bust
00-0030061,Zach Ertz,TE,ARI,2022,94.7,10.0,95,8,115.6,149,-54,-5.7,Bust
00-0036261,Brandon Aiyuk,WR,SF,2022,95.6,6.7,96,8,227.8,42,54,69.1,Steal
00-0023459,Aaron Rodgers,QB,GB,2022,95.6,9.8,96,8,239.2,37,59,29.4,Steal
00-0034521,Allen Lazard,WR,GB,2022,95.7,7.2,96,8,174.8,84,12,16.1,Hit
00-0034972,Alexander Mattison,RB,MIN,2022,95.8,9.3,96,8,88.4,192,-96,-60.9,Bust
00-0034367,Nyheim Hines,RB,BUF,2022,99.0,8.4,99,9,81.4,214,-115,-67.9,Bust
00-0037263,Tyler Allgeier,RB,ATL,2022,99.2,6.3,99,9,159.4,102,-3,10.1,Reach
00-0034775,Christian Kirk,WR,JAX,2022,101.3,6.6,101,9,241.9,34,67,83.2,Steal
00-0030431,Robert Woods,WR,TEN,2022,101.5,6.9,102,9,117.7,143,-41,-41.0,Bust
00-0036328,Antonio Gibson,RB,WAS,2022,102.2,8.9,102,9,165.9,97,5,16.6,Hit
00-0031280,Derek Carr,QB,LV,2022,102.8,10.6,103,9,219.08,51,52,9.3,Steal
00-0032211,Tyler Lockett,WR,SEA,2022,106.5,8.5,106,9,239.3,36,70,80.6,Steal
00-0029604,Kirk Cousins,QB,MIN,2022,107.4,8.3,107,9,291.58,19,88,81.8,Steal
00-0036913,Kadarius Toney,WR,KC,2022,108.1,7.9,108,10,59.3,249,-141,-99.4,Bust
00-0037197,Isiah Pacheco,RB,KC,2022,109.8,12.4,110,10,135.0,129,-19,-14.3,Reach
00-0036894,Pat Freiermuth,TE,PIT,2022,111.5,10.9,112,10,148.2,115,-3,26.9,Reach
00-0037239,Chris Olave,WR,NO,2022,114.2,7.1,114,10,198.2,66,48,39.4,Steal
00-0037238,Drake London,WR,ATL,2022,115.7,10.3,116,10,178.60000000000002,78,38,19.9,Steal
00-0036290,Cole Kmet,TE,CHI,2022,116.2,11.7,116,10,147.3,116,0,26.0,Hit
00-0037247,George Pickens,WR,PIT,2022,121.1,11.1,121,11,166.5,95,26,7.8,Hit
00-0033106,Jared Goff,QB,DET,2022,120.7,12.7,121,11,284.32,21,100,74.5,Steal
00-0038090,Skyy Moore,WR,KC,2022,121.7,10.0,122,11,49.400000000000006,277,-155,-109.4,Bust
00-0035250,Devin Singletary,RB,BUF,2022,122.0,14.6,122,11,177.9,79,43,28.6,Steal
00-0036309,Darnell Mooney,WR,CHI,2022,122.5,10.7,122,11,101.5,172,-50,-57.2,Bust
00-0030578,Cordarrelle Patterson,RB,ATL,2022,125.4,11.1,125,11,154.7,108,17,5.4,Hit
00-0027944,Julio Jones,WR,TB,2022,126.2,14.2,126,11,70.4,229,-103,-88.4,Bust
00-0030035,Adam Thielen,WR,MIN,2022,125.5,9.8,126,11,180.0,77,49,21.2,Steal
00-0036554,Nico Collins,WR,HOU,2022,126.4,9.8,126,11,97.1,182,-56,-61.6,Bust
00-0037816,Romeo Doubs,WR,GB,2022,128.1,11.3,128,11,101.6,171,-43,-57.2,Bust
00-0029263,Russell Wilson,QB,DEN,2022,128.1,13.9,128,11,225.76,46,82,16.0,Steal
00-0036360,Clyde Edwards-Helaire,RB,KC,2022,128.5,10.5,128,11,98.3,176,-48,-51.0,Bust
00-0035700,Josh Jacobs,RB,LV,2022,128.7,21.8,129,11,328.3,10,119,179.0,Steal
00-0037228,Jaylen Warren,RB,PIT,2022,128.8,11.5,129,11,93.3,184,-55,-56.0,Bust
00-0035689,Dawson Knox,TE,BUF,2022,130.2,12.8,130,11,135.7,128,2,14.4,Hit
00-0036290,Cole Kmet,TE,CHI,2022,132.7,14.8,133,12,147.3,116,17,26.0,Hit
00-0034960,Jakobi Meyers,WR,NE,2022,132.9,9.0,133,12,182.3,74,59,23.6,Steal
00-0037809,Chig Okonkwo,TE,TEN,2022,132.9,12.3,133,12,97.2,181,-48,-24.1,Bust
00-0038040,Zamir White,RB,LV,2022,133.5,9.4,134,12,7.0,472,-338,-142.3,Bust
00-0033009,Tyler Boyd,WR,CIN,2022,134.6,8.3,135,12,167.12,93,42,8.4,Steal
00-0036936,Rondale Moore,WR,ARI,2022,135.2,10.1,135,12,87.9,196,-61,-70.8,Bust
00-0036945,Justin Fields,QB,CHI,2022,136.3,13.6,136,12,295.98,17,119,86.2,Steal
00-0035228,Kyler Murray,QB,ARI,2022,137.6,17.9,138,12,200.52,61,77,-9.3,Steal
00-0034184,Gus Edwards,RB,BAL,2022,141.3,12.9,141,12,59.3,249,-108,-90.0,Bust
00-0034983,Hunter Renfrow,WR,LV,2022,143.1,12.0,143,12,79.0,216,-73,-79.8,Bust
00-0033891,Zay Jones,WR,JAX,2022,143.7,12.8,144,12,198.1,67,77,39.3,Steal
