attempts,completions,passing_yards,passing_tds,interceptions,carries,rushing_yards,rushing_tds,targets,receptions,receiving_yards,receiving_tds,fpts_ppr_projected,player_id,player_name,position,team,age,age_multiplier,projection_confidence,games_recent,games,fpts_ppr_actual,error,abs_error,pct_error
,,0.0,0.0,0.0,0.0,0.0,0.0,37.0,22.0,170.0,4.4,65.4,00-0038619,Andrei Iosivas,WR,CIN,25.0,0.99,Medium,9,17,119.9,-54.5,54.5,-45.5
,,0.0,0.0,0.0,0.0,0.0,0.0,98.0,61.0,698.0,0.0,130.8,00-0038621,DeMario Douglas,WR,NE,24.0,0.96,High,14,16,147.70000000000002,-16.900000000000006,16.900000000000006,-11.4
,,0.0,0.0,0.0,46.0,225.0,1.6,46.0,32.0,182.0,1.4,90.7,00-0038705,Emari Demercado,RB,ARI,26.0,1.0,Medium,11,13,54.7,36.0,36.0,65.8
,,0.0,0.0,0.0,0.0,0.0,0.0,24.0,16.0,128.0,0.0,28.8,00-0038720,Julian Hill,TE,MIA,24.0,0.88,Low,6,11,22.0,6.800000000000001,6.800000000000001,30.9
,,0.0,0.0,0.0,0.0,0.0,0.0,26.0,20.0,206.0,2.1,53.2,00-0038752,Jake Bobo,WR,SEA,26.0,1.02,High,14,11,29.7,23.500000000000004,23.500000000000004,79.1
,,0.0,0.0,0.0,85.0,459.0,1.1,34.0,29.0,151.0,1.0,102.6,00-0038794,Jaleel McLaughlin,RB,DEN,24.0,1.01,High,17,17,98.0,4.599999999999994,4.599999999999994,4.7
,,0.0,0.0,0.0,60.0,277.0,2.4,20.0,17.0,116.0,0.6,74.3,00-0038797,Emanuel Wilson,RB,GB,25.0,1.02,Low,7,18,99.9,-25.60000000000001,25.60000000000001,-25.6
,,0.0,0.0,0.0,0.0,0.0,0.0,30.0,13.0,195.0,0.0,32.5,00-0038821,Rakim Jarrett,WR,TB,24.0,0.96,Low,6,6,21.4,11.100000000000001,11.100000000000001,51.9
,,0.0,0.0,0.0,0.0,0.0,0.0,96.0,76.0,729.0,2.8,165.7,00-0038933,Dalton Kincaid,TE,BUF,25.0,0.94,High,18,16,113.9,51.79999999999998,51.79999999999998,45.5
,,0.0,0.0,0.0,0.0,0.0,0.0,46.0,26.0,422.0,0.0,68.2,00-0038938,Jalin Hyatt,WR,NYG,23.0,0.9,Medium,13,10,14.2,54.0,54.0,380.3
,,0.0,0.0,0.0,0.0,0.0,0.0,28.0,19.0,326.0,0.8,56.4,00-0038976,Marvin Mims Jr.,WR,DEN,22.0,0.82,High,15,17,132.8,-76.4,76.4,-57.5
,,0.0,0.0,0.0,0.0,0.0,0.0,111.0,70.0,1056.0,10.4,238.0,00-0038977,Tank Dell,WR,HOU,25.0,0.99,Medium,10,14,140.0,98.0,98.0,70.0
,,0.0,0.0,0.0,0.0,0.0,0.0,62.0,30.0,320.0,0.0,62.0,00-0038979,Cedric Tillman,WR,CLE,24.0,0.96,Medium,11,9,80.4,-18.400000000000006,18.400000000000006,-22.9
,,0.0,0.0,0.0,0.0,0.0,0.0,92.0,60.0,781.0,8.5,189.1,00-0038994,Jordan Addison,WR,MIN,23.0,0.9,High,17,16,218.4,-29.30000000000001,29.30000000000001,-13.4
,,0.0,0.0,0.0,0.0,0.0,0.0,48.0,35.0,368.0,2.9,89.2,00-0038996,Tucker Kraft,TE,GB,24.0,0.88,Medium,12,18,171.9,-82.7,82.7,-48.1
,,0.0,0.0,0.0,0.0,0.0,0.0,76.0,53.0,601.0,1.6,122.7,00-0038997,Josh Downs,WR,IND,23.0,0.9,High,17,14,182.2,-59.499999999999986,59.499999999999986,-32.7
,,0.0,0.0,0.0,85.0,369.0,2.1,34.0,29.0,178.0,1.0,102.3,00-0039021,Roschon Johnson,RB,CHI,24.0,1.01,High,15,12,77.4,24.89999999999999,24.89999999999999,32.2
,,0.0,0.0,0.0,82.0,370.0,1.6,65.0,48.0,355.0,1.9,141.5,00-0039032,Tyjae Spears,RB,TEN,23.0,0.95,High,17,12,113.6,27.900000000000006,27.900000000000006,24.6
,,0.0,0.0,0.0,128.0,946.0,9.4,51.0,36.0,259.0,1.5,221.9,00-0039040,De'Von Achane,RB,MIA,23.0,0.95,Medium,12,17,299.9,-77.99999999999997,77.99999999999997,-26.0
,,0.0,0.0,0.0,0.0,0.0,0.0,30.0,22.0,256.0,1.6,57.2,00-0039041,Elijah Higgins,TE,ARI,24.0,0.88,Medium,9,14,49.2,8.0,8.0,16.3
,,0.0,0.0,0.0,0.0,0.0,0.0,61.0,36.0,405.0,3.4,96.9,00-0039052,Trey Palmer,WR,TB,23.0,0.9,High,19,10,35.2,61.7,61.7,175.3
,,0.0,0.0,0.0,0.0,0.0,0.0,92.0,47.0,457.0,0.0,92.7,00-0039062,Jonathan Mingo,WR,CAR,23.0,0.9,High,15,8,22.6,70.1,70.1,310.2
,,0.0,0.0,0.0,0.0,0.0,0.0,92.0,47.0,457.0,0.0,92.7,00-0039062,Jonathan Mingo,WR,CAR,23.0,0.9,High,15,6,9.6,83.10000000000001,83.10000000000001,865.6
,,0.0,0.0,0.0,0.0,0.0,0.0,106.0,75.0,884.0,5.3,195.2,00-0039064,Zay Flowers,WR,BAL,24.0,0.96,High,18,17,209.5,-14.300000000000011,14.300000000000011,-6.8
,,0.0,0.0,0.0,0.0,0.0,0.0,97.0,71.0,707.0,7.3,185.5,00-0039065,Sam LaPorta,TE,DET,24.0,0.88,High,20,17,191.7,-6.199999999999989,6.199999999999989,-3.2
,,0.0,0.0,0.0,0.0,0.0,0.0,44.0,30.0,338.0,2.2,77.0,00-0039066,Michael Mayer,TE,LV,23.0,0.8,Medium,12,11,36.6,40.4,40.4,110.4
,,0.0,0.0,0.0,0.0,0.0,0.0,122.0,82.0,1199.0,5.0,231.9,00-0039075,Puka Nacua,WR,LA,23.0,0.9,High,18,13,232.4,-0.5,0.5,-0.2
,,0.0,0.0,0.0,165.0,851.0,10.2,68.0,50.0,328.0,2.0,241.1,00-0039139,Jahmyr Gibbs,RB,DET,22.0,0.88,High,18,18,390.4,-149.29999999999998,149.29999999999998,-38.2
,,0.0,0.0,0.0,0.0,0.0,0.0,54.0,41.0,428.0,2.0,95.8,00-0039144,Luke Musgrave,TE,GB,24.0,0.88,Medium,13,7,11.5,84.3,84.3,733.0
,,0.0,0.0,0.0,0.0,0.0,0.0,82.0,55.0,670.0,6.5,161.0,00-0039146,Jayden Reed,WR,GB,24.0,0.96,High,18,18,205.6,-44.599999999999994,44.599999999999994,-21.7
474.0,284.0,2589.0,9.9,9.0,228.0,269.0,0.0,0.0,0.0,0.0,0.0,152.1,00-0039150,Bryce Young,QB,CAR,23.0,0.86,High,16,14,195.02,-42.920000000000016,42.920000000000016,-22.0
461.0,269.0,3266.0,14.5,7.2,103.0,108.0,1.9,0.0,0.0,0.0,0.0,196.4,00-0039152,Will Levis,QB,TEN,25.0,0.95,Medium,9,12,119.94,76.46000000000001,76.46000000000001,63.7
468.0,299.0,3852.0,22.0,4.2,141.0,167.0,3.0,0.0,0.0,0.0,0.0,268.4,00-0039163,C.J. Stroud,QB,HOU,23.0,0.86,High,17,19,251.86,16.539999999999964,16.539999999999964,6.6
,,0.0,0.0,0.0,85.0,364.0,0.8,34.0,28.0,178.0,1.0,93.0,00-0039165,Zach Charbonnet,RB,SEA,24.0,1.01,High,16,17,183.7,-90.69999999999999,90.69999999999999,-49.4
